id,setor,tombo,descricao,
8F3g0eimyd,110409,319291,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8F41lnOWht,1164,10176,POLTRONA PARA AUDITORIO,
8F4T79XatG,110409,236676,CADEIRA DE PLASTICO,
8F50lcjVFa,1116,666,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8FDUmIOnuZ,1115,15130,DESTILADOR DE ÁGUA TIPO PILSEN,
8FHLaxN3ot,110409,279582,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8FHhasaii1,1103,467,REDE DE INFORMÁTICA MÓDULO POWER INJETOR,
8FWnTfFYZ6,1164,5999,MESA PARA COMPUTADOR CINZA COM SUPORTE,
8FXm1DZmNr,110409,247899,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8FblOMQL0I,1115,4674,COMPUTADOR DELL OPTIPLEX 5050 SFF,
8Fjc4g0i1D,112303,13804,VENTILADOR OSC PAREDE 60CM,
8FoioP1fK5,110409,257397,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8G4x4mCbpE,110402,739,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8GAAfW16XV,110302,11798,INTERFACE PARA FIBRA ÓTICA TIPO 10GBASE-SR,
8GLCvUzDA2,110409,821445,ARMARIO DE MADEIRA COM PORTAS DE ABRIR,
8GS8Ck4NZ9,1114,10742,APARELHO TELEFONICO IP SIP T21,
8GSLJkVXtX,111106,821645,MESA DE MADEIRA COM 01 GAVETA,
8GVIBBVM1C,110409,239065,ESTABILIZADOR DE TENSAO,
8GdhWFMPr0,1184,13979,COMPUTADOR DELL OPTIPLEX TIPO I -,
8GjCYKm3Gk,110409,239002,ESTABILIZADOR DE TENSAO,
8GjuiYuzF4,110409,208497,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8Gz3RdhVcg,112303,14785,CADEIRA FIXA EMPILHÁVEL,
8H3IvyWDDl,110409,821334,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
8H6svcIp0e,110409,253862,ARMARIO DE ACO,
8H8eozxCyM,1114,4305,ESTUFA BACTERIOLÓGICA LUCADEMA,
8HClmjy1Oh,110409,208766,CADEIRA COM ASSENTO E ENCOSTO EM,
8HJE0H9p31,1114,17328,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
8HTEuWxkFh,1164,3149,CARTEIRA ESCOLAR PARA DESTRO,
8HVrVSCHdT,110409,317997,CADEIRA GIRATORIA COM RODIZIOS,
8HYH9oA0VP,111302,16055,SSD INTERNO 240GB,
8HepSqgSuP,111103,12593,CADEIRA FIXA GIRATORIA PARA BANCADA,
8HnqYYnHBH,110409,276325,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8HxuLxGRJ0,1110,7729,TRIPÉ/PEDESTAL PARA CAIXA DE SOM,
8I3pTLZVHo,1104,10444,APARELHO TELEFONICO IP SIP T21,
8I92OoWTRx,1164,2760,CARTEIRA ESCOLAR PARA DESTRO,
8IAtiGv7my,1114,16421,ESTETOSCÓPIO ADULTO,
8IBCHrMAwq,111915,13079,COMPUTADOR DESKTOP TIPO III AVANÇADO,
8IWEL7lWDJ,1114,684,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8JCfA3mQUG,1124,1331,MICROFONE SEM FIO COM RECEPTOR,
8JDgMLEBrQ,110409,236640,CAMARA FRIGORIFICA,
8JoHdD17Ag,1116,961,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8Joj2ny2Nm,116341,3915,MESAS RETAS,
8JsMKyx4ve,110409,18464,EXTINTOR PQS ABC 6KG,
8K1Upohvbd,110303,11419,MESA ANGULAR,
8KCznojuwR,110409,12258,MESA DE TRABALHO RETA FORTILINE 80X60,
8KEgChCaok,1117,8223,MESA RETA 800X600755,
8KHdNmkBnA,112201,3775,BIBLIOCANTO. CONFECÇÃO EM AÇO,
8Km8FXNgOf,112205,2202,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
8LSV8Axxjt,110409,257483,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8LxNQdCxrF,110101,12207,MESA DE TRABALHO RETA FORTILINE 80X60,
8M23r3GZfe,110409,275277,ARMARIO DE ACO,
8M7OuYUk9w,1164,3150,CARTEIRA ESCOLAR PARA DESTRO,
8MCBhh1qJM,110409,159535,MOCHO ODONTOLOGICO,
8Mggxcj0rS,110409,821748,MESA DE MADEIRA SEM GAVETA,
8NM4IsGeUO,1114,17496,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8NPDdOCx5I,110409,257320,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8NT399ybNZ,110409,3017,CARTEIRA ESCOLAR PARA DESTRO,
8NUfe2q3ao,1114,12131,BALANÇA ANALÍTICA COM CALIBRAÇÃO INTERNA 220G,
8NWTuqc9Kt,1164,18047,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8NXYGgqyg8,110409,12288,PATCH PANEL 24 PORTAS CAT.6,
8NbMfNnphL,1164,2392,CADEIRA FIXA AZUL ROYAL,
8O0EDX8NC0,111106,1233,CÂMERA MICROFILMADORA FULL HD,
8O4ufTMqHC,1164,2796,CARTEIRA ESCOLAR PARA DESTRO,
8O8b70WZOu,110409,18493,EXTINTOR PQS ABC 6KG,
8OYWrnQuAu,1164,6394,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
8OxllhibeB,110409,276394,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8PFU0clQw6,111106,7648,BATERIA PARA CÂMERA XDCAM CAMCORDER,
8PNIU1wojd,1113,15024,CADEIRA FIXA EMPILHÁVEL,
8PZD7UYW9y,110409,301139,BIOMBO,
8PjgrDA2VL,1115,14016,NOTEBOOK DELL LATITUDE 14 3400/ TIPO I -,
8Pk1ZFmlS5,110409,326298,AIR SPLIT DE 36.000 BTUS,
8PxeDz2P2G,1114,16905,ESCADA DOIS DEGRAUS,
8Q2Srgfc6O,1116,11214,POLTRONA FIXA,
8Q8HQuxcld,110409,253308,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
8QARqoZk4d,111616,16960,BANQUETA GIRATORIA COM ASSENTO ESTOFADO,
8QDgeNvZks,110409,235393,POLTRONA LOBBY 610,
8QFapNuGCz,1110,11146,POLTRONA FIXA,
8QVxXfPt0Q,1114,17229,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8Qg6KLYeYp,110409,289835,QUADRO BRANCO MAGNETIZADO,
8R9GKmNguV,110409,296171,MICROMETRO STARR,
8RRtm6YFKT,110409,239953,MICROCOMPUTADOR,
8RY1AMFW3G,116339,1996,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
8Rfxc8fMbp,110409,341789,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8S3H1w13zx,1115,10716,APARELHO TELEFONICO IP SIP T21,
8SFUEvTGBx,110409,237916,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
8SH0HfzeD3,111904,138,LUMINÁRIA EMERGÊNCIA 30 LEDS AUTON. 6 HORAS,
8SW9lJPpTA,110409,991364,CONJUNTO DE INSTRUMENTOS MUSICAIS,
8SXXu9nXBj,1184,16221,NOTEBOOK DATEN DCM4D-4,
8Smq0AytYk,111602,10916,NOTEBOOK LENOVO L450,
8Srolr0ONc,110409,247966,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8UAmcLCYUL,1114,17451,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8UCdel8DiU,1164,18073,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8UDDK4l6Vs,111103,7297,QUADRO BRANCO 2,
8Uc6SxbX9y,1114,4617,COMPUTADOR DELL OPTIPLEX 5050 SFF,
8Uv2BnHKHK,1114,17357,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
8VCOEzPtgr,112303,14423,MESA REFEITÓRIO 6 LUGARES,
8VFxsu0sbg,1114,6275,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
8VHE5UL73P,1114,17481,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8VN9U1AJhw,110409,344610,MESA REUNIAO,
8VmnzJzOnI,110409,209135,BALANCA ANALITICA,
8VyuQcfKaF,112205,11661,APARELHO DE AR CONDICIONADO TIPO SPLIT 30.000,
8WwzPu6kQ4,112203,11402,POLTRONA FIXA,
8Wz6dHx624,111604,7352,COMPUTADOR DELL OPTIPLEX 7060,
8X8ZBhDMwD,110409,244999,AIR SPLIT DE 30.000 BTUS,
8X98SQiJ4k,1115,8784,ESTEREOMICROSCÓPIO TRINOCULAR,
8XM94n9NRH,111106,13158,VIOLA DE ARCO 38 COMPLETA,
8Xa0vSt2nQ,1164,10149,POLTRONA PARA AUDITORIO,
8Xba10WR29,1164,9228,CARTEIRA ESCOLAR PARA DESTRO,
8XoFT5ptfA,1114,6412,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
8YaCi8dLVV,110409,237948,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
8YkCaPCrIc,110409,16323,EXTINTOR ABC 8KG,
8YxtJ1PuQq,110409,319392,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8Z4CAy1Jpk,111607,13204,BANQUETA ALTA MADEIRA,
8ZGNw73gPF,1115,3677,MESA RETA MED 1000 X 750 X 740MM,
8ZMEFJ6X79,110409,295979,ESTABILIZADOR DE TENSAO,
8ZOBmqbwt6,1114,16735,ESTAÇÃO DE TRABALHO - AVL,
8ZgMz312N9,1114,4785,SISTEMA DE VÍDEO CONFERÊNCIA,
8ZjGcGyv23,112203,3764,BIBLIOCANTO. CONFECÇÃO EM AÇO,
8ZsV41GYu1,1164,10008,POLTRONA PARA AUDITORIO,
8ZsvSq2Flk,1164,9213,CARTEIRA ESCOLAR PARA DESTRO,
8ZtzYBMO8z,110409,247873,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8ZxJHAGcF4,1113,15569,MICROCOMPUTADOR DELL OPTIPLEX 3080,
8a1dFRHNEY,1114,17636,CADEIRA ESCOLAR COM PRANCHETA FRONTAL,
8atAtVESI6,111618,2269,CADEIRA SECRETARIA OPERACIONAL SEM BRAÇOS,
8auvHE3TJn,110409,341647,CADEIRA GIRATORIA COM ASSENTO E ENCOSTO,
8avX0ghape,1110,3413,ARMÁRIO ALTO 900X500X1600MM,
8b8CqAMe28,111915,4067,APOIO PARA OS PÉS VEM COM REGULAGEM DE,
8bP1VFFkvZ,1164,9785,ARMÁRIO VESTIÁRIO 4 PORTAS,
8bYTtyZSiP,110409,18152,QUADRO BRANCO 200X120CM,
8bjzCdyzW0,1114,16608,DIVÃ ACOLCHOADO MESA P/EXAME CLINICO PRETO,
8bp7BiuCYf,110409,286170,DATA SHOW - PROJETOR DE MULTIMIDIA,
8bphQRJnEc,110409,8975,CARTEIRA ESCOLAR PARA CANHOTO,
8bqnS0jkEi,111604,10918,NOTEBOOK LENOVO L450,
8bss9gPcdi,110409,208825,CADEIRA COM ASSENTO E ENCOSTO EM,
8bx3wDBGjU,110409,247938,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8cHHVhHPe2,110409,208965,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8cKoMuqwR3,1115,6901,QUADRO BRANCO 3,
8cZGbvDTcE,1107,3657,MESA RETA MED 1000 X 750 X 740MM,
8cv1Ab2EJM,1117,596,REDE DE INFORMÁTICA P DUAL-BAND INDOOR GERAL,
8cwXvz0VP2,112303,14740,CADEIRA FIXA EMPILHÁVEL,
8d3K07snBW,110302,11842,SWITCH DE REDE CAMADA 2 - 24 PORTAS GIGABIT,
8dQjKyPN5m,1114,17322,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
8dU2Xw9iCR,1115,6908,QUADRO BRANCO 3,
8dfavheCQ9,111609,15208,TRANSDUTOR LINEAR DE MEDIDA,
8dnf8hBOFE,1117,3249,CARTEIRA ESCOLAR PARA DESTRO,
8dvOCke9WG,111915,8117,GAVETEIRO VOLANTE 3 GAVETAS,
8dwRnbwl7u,110409,319206,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8e4w4orGTQ,110409,344503,UNIDADE DE PROCESSAMENTO CENTRAL -,
8ea9gusSWn,110409,248107,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8ejCKkk0Xd,1164,1705,CADEIRA COMUM,
8ery3Szh29,1113,15735,CADEIRA FIXA ASSENTO E ENCOSTO EM,
8etVmSul6H,1114,16575,BIOMBO TRIPLO INOX COM TECIDOS E COM RODIZIOS,
8etaJSMEdE,110409,252851,ESTANTE DE ACO ABERTA COM PRATELEIRAS,
8ey5Ts5uv8,1114,4498,TV PANASONIC 49 POLEGADAS,
8f0tx78riA,110409,247936,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8f1CIFSmWl,111012,1037,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8fFVOposZM,1163,3559,MESA PARA IMPRESSORA 800X600X730MM,
8fFbxTjHcd,1117,6225,APARELHO DE AR CONDICIONADO TIPO SPLIT HI-WALL,
8fGzq0iiUR,1110,7638,[UFCA] LENTE EF 50MM F/1.4,
8fOl9RQG4m,1184,2423,CADEIRA FIXA AZUL ROYAL,
8fkX26Sn4X,110409,289559,EXTRATOR DE PLACA,
8furCZiHhT,1115,4843,APARELHO CONDICIONADOR DE AR PISO/TETO ELGIN,
8fzGUBLN42,1116,7348,COMPUTADOR DELL OPTIPLEX 7060,
8g5aaA1TPF,1164,18352,PROJETOR ACER X1223HP 4,
8ggGAXlTDE,1164,10072,POLTRONA PARA AUDITORIO,
8h5q93e7uV,110427,1908,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
8hH16be6ZU,1109,11176,POLTRONA FIXA,
8hV8lSSW6I,1164,1812,CADEIRA COMUM,
8hlYJOoA1m,110409,13452,DIO 24 FIBRAS LC 1U,
8iCiT8uDnl,111302,11602,PROJETOR MULTIMÍDIA EPSON POWER LITE X36,
8igpiVlfI6,110409,9128,CARTEIRA ESCOLAR PARA DESTRO,
8ih1sGimqp,110101,6143,MESA DE ESCRITÓRIO COM 3 GAVETAS,
8ikm60NUGF,1115,11209,POLTRONA FIXA,
8in0EH5zAK,110409,316452,MICROCOMPUTADOR,
8j22VAWdHr,1117,9642,CARTEIRA ESCOLAR PARA DESTRO,
8jE9iSaC43,1114,17053,AR CONDICIONADO 18.000 BTU - CONSUL,
8jNxdxAuJ8,111106,12355,CADEIRA FIXA EM POLIPROPILENO,
8jUMKre6R2,112303,14702,CADEIRA FIXA EMPILHÁVEL,
8jYhvAs36C,1115,15048,CENTRIFUGA,
8jdsM4qI8B,1117,7479,COMPUTADOR DELL OPTIPLEX 7060,
8je9sHAybs,110405,4037,APOIO PARA OS PÉS VEM COM REGULAGEM DE,
8jj8DCOpCY,1117,1447,CADEIRA COMUM,
8k7WW6Vt7W,110409,258689,ILHA ESTAÇÃO DE TRABALHO EM MADEIRA,
8kJ8wA6LjT,1124,15910,SMARTPHONE SAMSUNG GALAXY S20,
8kKunMNWLD,110409,341715,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8kyumpEYuX,1164,3627,MESA RETA MED 1000 X 750 X 740MM,
8l2pBiRAVW,110409,248111,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8l9oLTeuV2,110409,208651,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8lBrEQy9VU,112303,14725,CADEIRA FIXA EMPILHÁVEL,
8lEJXH02K2,1114,18119,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
8ljAHXlLXA,111604,6427,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
8m2zQNCh55,1117,8216,MESA RETA 800X600755,
8m3vi7QmG8,110409,9900,ESTANTE INDUSTRIAL (ARMÁRIO ESTANTE),
8mBwCFXKQj,1116,3544,MESA PARA COMPUTADOR 900X600X730MM,
8mIPiJhoJY,111608,6798,CAPELA DE EXAUSTÃO DE GASES,
8mLTPxeGfv,1109,8523,MESA RETANGULAR 1000X600X750MM,
8mSYDZEGAj,112303,14503,CADEIRA FIXA EMPILHÁVEL,
8mT4zBghNW,110409,13030,ARMÁRIO EM AÇO P/ ESCRITÓRIO,
8mYHWFTfMy,1113,15684,MESA RETA ESCRITORIO 1200X600CM,
8mYpAqFfpi,112308,12917,ARMÁRIO ARQUIVO DE AÇO P/ PASTA SUSPENSA,
8mgR1yf4IG,112003,820509,HUB INTELIGENTE,
8mvfzBDJU8,110409,257446,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8n4q8ONGQT,1164,1383,CADEIRA COMUM,
8nISUZHZ22,1104,3608,MESA RETA MED 1000 X 750 X 740MM,
8nXTiC8BsQ,110409,208634,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8nbC4uztO8,110409,341823,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8neHqnfOFd,112303,14467,CADEIRA FIXA EMPILHÁVEL,
8nhZRT58a2,110409,257411,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8nrX2MeKvu,110301,16126,COMPUTADOR LENOVO TC M75S GEN 2,
8nzSJM5je3,110409,267943,ESTANTE DE ACO ABERTA COM PRATELEIRAS,
8nzvPuHXKd,1164,10043,POLTRONA PARA AUDITORIO,
8o5SEHeglc,1114,3048,CARTEIRA ESCOLAR PARA DESTRO,
8oG2D87gTd,110409,288056,CADEIRA ESTOFADA MODELO DIRETOR COM BRAÇOS,
8okDcQT3jQ,110409,298221,DISPERSOR DE SOLO,
8onH5H3Vdc,1184,3595,MESA RETA MED 1000 X 750 X 740MM,
8orFnTlKys,110409,309658,AIR SPLIT DE 18.000 BTUS,
8oskGw6vY2,110409,333672,BANCO INDIVIDUAL COM ASSENTO ESTOFADO,
8otBd0iDzC,1117,8350,ARMÁRIO ALTO 800X500X1600 MM,
8ouPW1rY4L,1117,12623,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
8p0kTb7dMm,1116,6613,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
8p1G4DW2Qe,112205,2201,CADEIRA SECRETARIA OPERACIONAL COM BRAÇOS,
8p4QpBHVoa,112303,14273,CADEIRA FIXA EMPILHÁVEL,
8pC8okXqe8,1103,522,REDE DE INFORMÁTICA MÓDULO POWER INJETOR,
8pIT8bnnpK,1113,12404,CADEIRA FIXA EM POLIPROPILENO,
8pJwi0xOoZ,110409,248010,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8pLgrk6ARp,1115,2321,CADEIRA FIXA AZUL ROYAL,
8pQ4zvVGDm,1115,12871,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
8pT9ux2Y2V,111104,3494,MESA DE REUNIÃO REDONDA MED 1200 X730MM,
8plMDYNwbR,111904,150,LUMINÁRIA EMERGÊNCIA 30 LEDS AUTON. 6 HORAS,
8pmHsJfZ0v,110409,313245,SWITCH,
8prIxeiL45,116328,5948,MESA DE ESCRITÓRIO COM 3 GAVETAS,
8qQRJNVlqQ,1113,15797,CADEIRA FIXA ASSENTO E ENCOSTO EM,
8qUC8m0355,112205,4157,ESTANTE P/ LIVROS FACE SIMPLES: 04 PRATELEIRAS,
8qXFpUjhXm,110409,276314,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8qbbaOcsWZ,110409,235409,MESA DE MADEIRA COM 03 GAVETAS,
8qvkkqWN5f,1110,9960,TV PHILIPS 55',
8rLWWpnXbp,110409,239346,BANCO INDIVIDUAL DE MADEIRA COM ASSENTO,
8rMAAUlOPN,1124,298,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8rU0b18eMV,1115,5742,ARMÁRIO ALTO EM MDF COM 2 PORTAS DE CORRER,
8reHZGr9ZJ,1114,16708,CARTEIRA ESCOLAR COM ASSENTO E ENCOSTO - AVL,
8sRpilGDs3,110409,821598,MESA DE MADEIRA SEM GAVETA,
8sVNALI3AS,111604,6023,MESA PARA COMPUTADOR CINZA COM SUPORTE,
8sgGjXGU8q,1114,17345,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
8sr6FFcT2G,110409,820394,CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA,
8tQ7EBmEGu,110409,319307,CARTEIRA ESCOLAR UNIVERSITARIA COM ASSENTO E,
8tZURLbV4Y,110406,12976,ESTANTE METÁLICA ABERTA,
8tc3mYGjNh,1103,11883,SWITCH DE REDE CAMADA 2 - 24 PORTAS GIGABIT,
8tcTtroKSk,110409,240201,ESTUFA PARA CULTURA BACTERIOLOGICA,
8tfPliVBGy,1114,6410,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
8u2CZLjNL3,1113,15840,CADEIRA FIXA ASSENTO E ENCOSTO EM,
8uE7ApFZnY,111915,4068,APOIO PARA OS PÉS VEM COM REGULAGEM DE,
8uOya3R8dX,110103,9233,CARTEIRA ESCOLAR PARA DESTRO,
8uUvuwO2MC,1124,18201,FONTE DE ALIMENTAÇÃO FORTEK,
8uZGmEi5vA,111101,16521,TRIPÉ NT777,
8ugUfwYRRk,1123,15012,CADEIRA FIXA EMPILHÁVEL,
8uppbf25mm,1109,17999,MICROCOMPUTADOR NOTEBOOK HELIX/I5 LENOVO,
8v2DbSAouc,110302,15497,PONTO DE ACESSO,
8vE6E1FoBw,110409,238065,CADEIRA GIRATORIA COM RODIZIOS,
8vI0GmMm9n,111126,7167,CADEIRA EXECUTIVA GIRATÓRIA COM BRAÇOS,
8vbI2cCASu,1164,4724,COMPUTADOR DELL OPTIPLEX 5050 SFF,
8vcfZeIcXB,110409,13459,DIO 24 FIBRAS LC 1U,
8vlzCBygIE,1164,2857,CARTEIRA ESCOLAR PARA DESTRO,
8vmu9Arjkw,116319,3449,ARMÁRIO ALTO MISTO MED. 900X500X1600MM,
8vzdt7lDn6,1102,247,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
8w22fbceJT,1113,15694,MESA RETA ESCRITORIO 1200X600CM,
8w29i4hq7F,1164,7309,QUADRO BRANCO 2,
8wDCl7W6hm,110409,333595,BANCO INDIVIDUAL COM ASSENTO ESTOFADO,
8wVCo06Gn2,111103,13451,MANEQUIM DE ALFAIATARIA MASCULINO TAM 42 COM,
8wuFyG3Cx0,110409,209072,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8wvCAL9XaE,1164,1369,CADEIRA COMUM,
8xpSogn8w2,111607,13375,BANQUETA ALTA MADEIRA,
8xs1c7xu7Q,111104,8721,MICROFONE SENNHEISER DE LAPELA,
8y1NteF0uu,1164,10279,POLTRONA PARA AUDITORIO,
8yWEpbFw8R,112205,3815,BIBLIOCANTO. CONFECÇÃO EM AÇO,
8yWxaG6p8u,1164,1424,CADEIRA COMUM,
8yf0zGA7Dt,110409,821466,BANCO INDIVIDUAL COM ASSENTO ESTOFADO,
8yi47LgWzU,1184,18191,QUADRO EM FELTRO FLANELÓGRAFO 120X90CM,
8yjKl79kl4,110409,341811,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
8yjhBF1gEK,110409,208432,CARTEIRA ESCOLAR UNIVERSITARIA DE,
8ykXm9CqV7,1117,12621,POLTRONA GIRATORIA PARA ESCRITORIO ESPALDAR,
8ym0hZZ22c,112303,14214,CADEIRA FIXA EMPILHÁVEL,
8ynAHGVSIB,111604,6087,MESA PARA COMPUTADOR CINZA COM SUPORTE,
8zRpLz3vvq,111604,7383,COMPUTADOR DELL OPTIPLEX 7060,
8zXkoVfNQA,110409,264509,MICROCOMPUTADOR,
8zi5wjyKCl,1113,15602,ARMÁRIO ESCRITÓRIO,
8zmXyxrgBK,1114,16295,ESFIGMOMANÔMETRO AJUSTE DIGITAL,
8zmqmpfpFr,116313,10453,APARELHO TELEFONICO IP SIP T21,
8znQ0zxfNH,1114,18095,CADEIRA FIXA POLIPROPILENO EMPILHAVEL AZUL,
907d7FVcIY,110409,8477,MESA EM L,
90e0WdqU5M,111604,6431,CADEIRA DE GIRATÓRIA SEM BRAÇO MARTIFLEX,
90yD3oWzBu,112205,8740,ESTANTE FENIX PARA LIVROS,
910YioFpqA,110409,18568,EXTINTOR PQS ABC 6KG,
914rN7krEa,110409,301172,BIOMBO,
914vK5Rln1,1115,3242,CARTEIRA ESCOLAR PARA DESTRO,
91Gy6zNT5k,112202,4638,COMPUTADOR DELL OPTIPLEX 5050 SFF,
91Pg6HP46V,1164,1840,CADEIRA COMUM,
91Q5Gx1TcO,1164,6969,CADEIRA EXECUTIVA GIRATÓRIA SEM BRAÇOS PARA,
91SuYx6W6M,110409,820561,CARTEIRA ESCOLAR UNIVERSITARIA DE,
91TFA2X3pz,1117,8165,MESA ESCRITÓRIO 1200X600X740MM,
91XoGbqNMu,1115,15953,MICROCOMPUTADOR DELL OPTIPLEX 3080 I3 16GB,
91Y1zaq0aA,1103,584,REDE DE INFORMÁTICA P DUAL-BAND INDOOR GERAL,
920gbGlUIy,110409,341800,CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS,
921zODW15I,110302,547,REDE DE INFORMÁTICA P DUAL-BAND INDOOR GERAL,
923DYATZ3Q,111301,16060,SSD INTERNO 240GB,
929ovDx9wz,1117,9618,CARTEIRA ESCOLAR PARA DESTRO,
92E2R352Hm,110409,16216,NOTEBOOK DATEN DCM4D-4,
92KklwICfy,110409,222670,CADEIRA GIRATORIA COM RODIZIOS,
92LihFUNXc,110409,222982,CADEIRA PARA AUDITORIO COM ASSENTO E ENCOSTO,
92NcNqfmwx,111616,10481,APARELHO TELEFONICO IP SIP T21,
92T0LjukFy,1114,10549,APARELHO TELEFONICO IP SIP T21,
92oZnFKsOl,110302,14000,COMPUTADOR DELL OPTIPLEX 7070,
92vf8McGp4,1115,5736,ARMÁRIO ALTO EM MDF COM 2 PORTAS DE CORRER,
930luk9v6F,1102,6679,CADEIRA GIRATÓRIA COM BRAÇOS MARTIFLEX,
93QsFCB0gk,1114,16279,ESFIGMOMANÔMETRO AJUSTE DIGITAL,
93UUxM2Lf4,110409,257500,CARTEIRA ESCOLAR UNIVERSITARIA DE,
93czAHJXGB,110409,15126,ESTAÇÃO DE METEOROLÓGICA COM ENVIO DE DADOS,
93eUXQOfLW,110409,288610,TRIPE PARA FILMADORA,
944AQT1Xvh,1110,6620,CADEIRA GIRATÓRIA COM BRAÇOS MARTIFLEX,
94IOQy83Yn,116341,10948,NOTEBOOK LENOVO L450,
94MAyNfgmm,116328,714,COMPUTADOR - ESTAÇÃO TRABALHO - DESKTOP ´TIPO,
94e6K0NEbq,1103,526,REDE DE INFORMÁTICA MÓDULO POWER INJETOR,
94jtHKuaPg,110409,239264,QUADRO BRANCO MAGNETIZADO,
94lku6s002,112303,14568,CADEIRA FIXA EMPILHÁVEL,
953ItCWtCJ,1164,3307,CARTEIRA ESCOLAR PARA DESTRO,
95E2lnfEwd,1114,1415,CADEIRA COMUM,
95GVCwoVQT,110409,3628,MESA RETA MED 1000 X 750 X 740MM,
95JByGZqpj,111616,11989,MICROPIPETA MONOCANAL COM VOLUME VARIÁVEL,
95JQvt692A,110409,257462,CARTEIRA ESCOLAR UNIVERSITARIA DE,
95xhZqgo5D,1102,10405,APARELHO TELEFONICO IP SIP T21,
963vE4tohk,1164,1842,CADEIRA COMUM,
96AJEHXFfA,110409,339731,ARMARIO DE ACO,
96JOjeXLDY,110409,16326,EXTINTOR ABC 8KG,
